NAME,A,MASS,R,ECC,PER,I,OM,T0,DATE,DENSITY,PLANETDISCMETH,MSTAR,RSTAR,TEFF,FE,RHOSTAR
,au,mjupiter,rjupiter,,day,deg,deg,jd,,g/cm^3,,msun,rsun,k,,g/cm^3
CoRoT-3 b,0.0573788,21.8549,1.01,0,4.2568,85.9,90,2454283.1383,2008,26.4,Transit,1.37,1.56,6740,-0.02,
Kepler-377 b,0.105463,0.00915403,0.124008,,12.509529,,90,2454970.00758,2014,,Transit,,1.224,5949,,
Kepler-648 b,0.133676,0.0309268,0.287,0,17.4211749,,90,,2016,,Transit,1.05,0.98,5741,0.21,
Kepler-910 b,0.0375152,0.00142986,0.073,0,2.36436901,,90,,2016,,Transit,1.26,1.5,6230,0.12,
Kepler-126 d,0.422434,0.0196646,0.223035,,100.283134,,90,2455078.04434,2014,,Transit,,1.358,6239,,
Kepler-1506 b,0.11193,0.00774372,0.118,0,14.0329154,,90,,2016,,Transit,0.95,0.93,5676,-0.05,
HAT-P-38 b,0.0522992,0.267569,0.825,0.067,4.640382,88.3,240,2455860.925,2012,0.59,Transit,0.886,0.923,5330,0.06,
Kepler-1602 b,0.104553,0.00819664,0.12,0,11.17931605,,90,,2016,,Transit,1.22,1.36,6296,0.02,
Kepler-18 d,0.117171,0.0516,0.622714,0.000521567,14.85888,88.07,278.379,2455169.523,2011,0.27,Transit,0.972,1.108,5383,0.2,1.01
Kepler-1077 b,0.208178,0.0231879,0.247,0,34.3511874,,90,,2016,,Transit,1.02,1.02,5816,0.03,
Kepler-380 b,0.0487448,0.00538981,0.106165,,3.930821,,90,2454968.19896,2014,,Transit,,1.224,6045,,
Kepler-1580 b,0.328211,0.0156727,0.188,0,56.6449279,,90,,2016,,Transit,1.47,2.15,6228,0.12,
HD 32963 b,3.5161,0.7,,0.07,2372,,107,2450532,2016,,RV,1.03,0.988525,5272,0.11,
Kepler-132 d,0.134468,0.011604,0.138282,,18.010199,,90,2455012.42116,2014,,Transit,,1.178,6003,,
Kepler-228 b,0.0366865,0.0125754,0.136497,,2.566546,,90,2455012.5536,2014,,Transit,,1.014,6043,,
mu Ara e,0.93961,0.543322,,0.0666,310.54999,,189.6,2452708.7,2007,,RV,1.147,1.25035,5784.28,0.292921,
Kepler-97 b,0.036125,0.0106941,0.132037,0,2.58664,,90,,2014,5.44,Transit,0.94,0.98,5779,-0.2,1.53
WASP-96 b,0.0453489,0.48,1.2,0,3.4252602,85.6,90,2456258.0621,2013,0.28,Transit,1.06,1.05,5540,0.14,0.922
Kepler-1229 b,0.312498,0.00940137,0.125,0,86.828989,,90,,2016,,Transit,0.54,0.51,3784,-0.06,
Kepler-518 b,0.0804858,0.0156727,0.188,0,8.51203588,,90,,2016,,Transit,0.96,0.88,5842,-0.23,
Kepler-139 b,0.123078,0.0258466,0.262289,,15.771044,,90,2455017.90582,2014,,Transit,,1.3,5594,,
Kepler-952 b,0.503142,0.182193,0.682,0,130.3546919,,90,,2016,,Transit,1,0.99,5730,0.06,
Kepler-375 b,0.103296,0.010538,0.12936,,12.125934,,90,2454975.10445,2014,,Transit,,0.837,5826,,
Kepler-1285 b,0.125346,0.00266535,0.087,0,14.7967458,,90,,2016,,Transit,1.2,1.28,6170,0.16,
HD 136118 b,2.33328,11.6809,,0.338,1187.3,,319.9,2452999.5,2002,,RV,1.191,1.75082,6097.41,-0.0502233,
Kepler-182 b,0.0897811,0.0206381,0.230172,,9.825792,,90,2454964.42414,2014,,Transit,,1.146,6250,,
Kepler-1313 b,0.0466196,0.0129801,0.157,0,3.83309118,,90,,2016,,Transit,0.92,0.85,5453,0,
HD 6434 b,0.142061,0.397195,,0.17,21.997999,,156,2451490.8,2004,,RV,0.79,0.80278,5835,-0.52,
HD 5319 b,1.6698,1.76545,,0.02,641,,97,2456288,2007,,RV,1.51,3.85,4958,0.15,
Kepler-306 e,0.247015,0.0171819,0.202516,,44.840975,,90,2455192.87387,2014,,Transit,,0.719,4954,,
Kepler-1519 b,0.742026,0.144903,0.63,0,240.7989397,,90,,2016,,Transit,0.94,0.91,5644,-0.07,
Kepler-253 b,0.0475233,0.0121124,0.145419,,3.783986,,90,2454966.28036,2014,,Transit,,0.786,5208,,
Kepler-259 b,0.0790333,0.0236491,0.249799,,8.115317,,90,2455007.51955,2014,,Transit,,0.898,5938,,
Kepler-1586 b,0.138326,0.0124263,0.136,0,15.6049212,,90,,2016,,Transit,1.45,1.75,6681,0.06,
Kepler-1172 b,0.167139,0.0304768,0.285,0,26.0204423,,90,,2016,,Transit,0.92,0.89,5558,-0.04,
Kepler-1501 b,0.123985,0.0116544,0.139,0,14.5564533,,90,,2016,,Transit,1.2,1.3,6229,0.04,
HD 231701 b,0.555583,1.08667,,0.1,141.60001,,46,2453180,2007,,RV,1.14,1.24116,6208,0.07,
Kepler-666 b,0.0538618,0.0185165,0.214,0,4.49876092,,90,,2016,,Transit,1.03,1.05,5887,0.01,
PH-2 b,0.825444,0.488198,0.902041,0.41,282.5255,89.83,3.43775,2455163.277,2013,,Transit,0.94,1,5629,-0.078,1.3
Kepler-1027 b,0.0291727,0.00189081,0.079,0,1.9078052,,90,,2016,,Transit,0.91,0.82,5436,-0.06,
CoRoT-18 b,0.0295483,3.48652,1.31,0.04,1.9000693,86.5,,2455321.72412,2011,2.2,Transit,0.95,1,5440,-0.1,1.35
Kepler-703 b,0.0570646,0.349418,0.732,0,4.58352176,,90,,2016,,Transit,1.18,1.27,6185,0.05,
Kepler-1505 b,0.187949,0.00225358,0.083,0,30.8609366,,90,,2016,,Transit,0.93,0.86,5686,-0.18,
Kepler-203 d,0.0987232,0.0102988,0.128468,,11.32972,,90,2454966.96882,2014,,Transit,,1.114,5821,,
HD 75898 b,1.18906,2.51504,,0.1,418.20001,,263.7,2452907,2007,,RV,1.28,1.54576,6021,0.27,
Kepler-776 b,0.0530392,0.00688654,0.114,0,4.89718784,,90,,2016,,Transit,0.83,0.78,5071,0.05,
Kepler-876 b,0.0543655,0.0101747,0.128,0,5.14438011,,90,,2016,,Transit,0.81,0.77,5060,-0.03,
Kepler-224 b,0.0419025,0.00915403,0.124008,,3.132924,,90,2454968.67544,2014,,Transit,,0.676,5018,,
Kepler-1459 b,0.284837,0.00842926,0.121,0,62.8691611,,90,,2016,,Transit,0.78,0.74,4828,0.01,
Kepler-710 b,0.0510655,0.0138656,0.168,0,4.34728553,,90,,2016,,Transit,0.94,0.91,5611,-0.04,
Kepler-806 b,0.0786193,0.00468851,0.102,0,8.09219642,,90,,2016,,Transit,0.99,1.16,5770,0,
Kepler-205 b,0.038467,0.0120453,0.134713,,2.75564,,90,2455003.84454,2014,,Transit,,0.546,4321,,
KOI-4427 b,0.441345,0.0135484,0.164155,0,147.6606,89.97,90,2455815.2616,2010,,Transit,0.526,0.505,3813,-0.07,5.79
Kepler-612 b,0.0466887,0.0241903,0.253,0,3.72215641,,90,,2016,,Transit,0.98,0.96,5693,0.04,
MOA-2008-BLG-310L b,,0.23,,,,,,,2010,,Microlensing,0.67,,,,
KIC 11442793 g,0.736177,0.217563,0.723,,210.60697,89.8,,,2013,,Transit,1.2,1.2,6080,-0.12,
GJ 1214 b,0.0143253,0.0203507,0.2389,0,1.58040482,90,90,2454980.7487955,2009,1.87,Transit,0.157,0.211,3026,,24.1
Kepler-824 b,0.0560063,0.0137822,0.167,0,4.51436633,,90,,2016,,Transit,1.15,1.22,6035,0.14,
Kepler-1451 b,0.211879,0.0337813,0.299,0,35.622233,,90,,2016,,Transit,1,0.99,5782,0.01,
Kepler-268 c,0.373719,0.0344212,0.301543,,83.446393,,90,2454991.6851,2014,,Transit,,1.274,6081,,
Kepler-135 c,0.0994132,0.00493175,0.103488,,11.448708,,90,2454974.38697,2014,,Transit,,1.275,6090,,
Kepler-265 c,0.129538,0.0212781,0.234633,,17.028937,,90,2454976.33642,2014,,Transit,,1.103,5835,,
Kepler-1296 b,0.0771045,0.00206633,0.081,0,8.3839865,,90,,2016,,Transit,0.87,0.83,5359,-0.04,
Kepler-1480 b,0.146114,0.0123746,0.149,0,22.12679948,,90,,2016,,Transit,0.85,0.81,5156,0.07,
Kepler-620 b,0.11286,0.0330424,0.296,0,12.91375431,,90,,2016,,Transit,1.15,1.22,6155,0.03,
16 Cyg B b,1.66027,1.63997,,0.681,798.5,,85.8,2446549.1,1997,,RV,0.956,1.1176,5674.41,0.0375072,
HAT-P-25 b,0.0465813,0.567181,1.19,0.032,3.652836,87.6,271,2455175.03,2012,3,Transit,1.01,0.959,5500,0.31,
Kepler-341 e,0.238241,0.014692,0.177536,,42.473269,,90,2454979.27815,2014,,Transit,,1.024,6012,,
HD 213240 b,1.88529,4.53249,,0.421,882.7,,201,2451499,2001,,RV,1.143,1.3947,5967.95,0.138711,
Kepler-1577 b,0.0614878,0.00452953,0.101,0,6.30560247,,90,,2016,,Transit,0.78,0.74,4862,0,
Kepler-1409 b,0.0153823,0.00338324,0.093,0,0.76486493,,90,,2016,,Transit,0.83,0.79,5160,-0.03,
Kepler-1352 b,0.0308432,0.00189081,0.079,0,1.87788275,,90,,2016,,Transit,1.11,1.16,6118,0,
Kepler-1249 b,0.174156,0.0182743,0.212,0,24.3347127,,90,,2016,,Transit,1.19,1.28,6202,0.06,
Kepler-1269 b,0.225667,0.0120821,0.145,0,37.3331536,,90,,2016,,Transit,1.1,1.15,5998,0.07,
HAT-P-45 b,0.0452185,0.892,1.426,0.049,3.128992,87.8,146,,2014,0.409025,Transit,1.259,1.319,6330,0.07,
Kepler-399 b,0.115973,0.00252018,0.0856455,,14.425281,,90,2454969.75198,2014,,Transit,,0.68,5502,,
Kepler-341 c,0.0783507,0.012573,0.151664,,8.01041,,90,2454968.31534,2014,,Transit,,1.024,6012,,
Kepler-925 b,0.187771,0.017919,0.209,0,33.8678531,,90,,2016,,Transit,0.77,0.72,4673,0.12,
Kepler-265 d,0.240693,0.0195472,0.222143,,43.130617,,90,2454999.27537,2014,,Transit,,1.103,5835,,
Kepler-677 b,0.0686885,0.0964436,0.48,0,6.57531678,,90,,2016,,Transit,1,0.99,5723,0.06,
HD 33844 b,1.59543,1.96,,0.15,551.4,,211,2454609,2016,,RV,1.78,5.29,4861,0.27,
Kepler-243 c,0.144324,0.014692,0.177536,,20.026218,,90,2454979.90767,2014,,Transit,,0.842,5228,,
Kepler-561 b,0.290481,0.139169,0.621,0,58.3620495,,90,,2016,,Transit,0.96,0.94,5646,0.02,
HD 12661 b,0.838172,2.3408,,0.376834,262.70861,,295.978,2454152.755,2001,,RV,1.136,1.06782,5742.75,0.362341,
Kepler-467 b,0.17004,0.0170154,0.201,0,24.99324193,,90,,2016,,Transit,1.05,1.37,5809,0.06,
Kepler-1107 b,0.01281,0.00819664,0.12,0,0.57103852,,90,,2016,,Transit,0.86,0.82,5268,0.01,
Kepler-9 c,0.22473,0.168671,0.823,0.132575,38.90861,88.12,348.69,2455106.7,2010,0.383,Transit,1,1.1,,0.17,
HD 74156 c,3.8997,8.24664,,0.38,2520,,268,2448416,2004,,RV,1.238,1.345,6067.98,0.130772,
Kepler-165 c,0.120683,0.0167934,0.198947,,15.31299,,90,2455004.79196,2014,,Transit,,0.77,5211,,
Kepler-790 b,0.105904,0.0162741,0.194,0,13.73469807,,90,,2016,,Transit,0.84,0.8,5208,-0.05,
Kepler-326 d,0.0700163,0.0057099,0.107949,,6.766888,,90,2454969.61605,2014,,Transit,,0.801,5105,,
HD 20794 c,0.203628,0.00743617,,0,40.114,90,0,2454766.756,2011,,RV,0.7,1.22683,5401,-0.4,
WASP-47 c,1.36067,1.23683,,0.13,572,,144,,2016,,Transit,1.026,1.15,5576,0.36,0.4857
Kepler-31 c,0.254502,0.0577969,0.374365,0,42.6318,,90,2454974.191,2011,,Transit,1.21,1.22,6340,-0.076,
Kepler-82 b,0.16455,0.0517963,0.357,,26.444,,,,2012,,Transit,0.85,0.9,5512,-0.014,
Kepler-573 b,0.153993,0.0235163,0.249,0,22.18329658,,90,,2016,,Transit,0.99,1.02,5746,0.02,
Kepler-1288 b,0.0409325,0.00437411,0.1,0,2.76122421,,90,,2016,,Transit,1.2,1.29,6132,0.14,
Kepler-306 c,0.0732442,0.0179955,0.209653,,7.240193,,90,2455188.01328,2014,,Transit,,0.719,4954,,
Kepler-1484 b,0.186962,0.0156727,0.188,0,30.4549136,,90,,2016,,Transit,0.94,0.92,5730,-0.17,
Kepler-85 e,0.168293,0.00674351,0.113302,,25.216751,,90,2454985.68815,2014,,Transit,,0.893,5436,,
Kepler-583 b,0.0668402,0.0172355,0.203,0,6.5100253,,90,,2016,,Transit,0.94,0.91,5523,0.07,
Kepler-610 b,0.0739053,0.0576809,0.374,0,6.99692655,,90,,2016,,Transit,1.1,1.13,5943,0.12,
HD 38801 b,1.6471,10.0105,,0,696.3,,0,2453966,2010,,RV,1.22,2.24501,5314,0.25,
Kepler-964 b,0.108427,0.0157709,0.189,0,13.5225106,,90,,2016,,Transit,0.93,0.84,5427,0.03,
HD 132563 B b,2.62431,1.49247,,0.22,1544,,158,2452593,2011,,RV,1.01,,5985,-0.19,
Kepler-1227 b,0.401332,0.0173469,0.204,0,94.2887577,,90,,2016,,Transit,0.97,0.95,5747,-0.04,
Kepler-351 d,0.513692,0.0225477,0.243,0,142.544247,,90,,2016,,Transit,0.89,0.85,5643,-0.134,
Kepler-390 c,0.108535,0.00126334,0.0704791,,13.060022,,90,2454977.33121,2014,,Transit,,0.776,5166,,
Kepler-61 b,0.257458,0.0160339,0.191639,0,59.87756,89.8,,,2011,,Transit,0.635,0.62,4017,0.03,
Kepler-1486 b,0.28916,0.0176872,0.207,0,54.6495759,,90,,2016,,Transit,1.08,1.12,5965,0.06,
Kepler-803 b,0.271,0.0450611,0.338,0,50.28638192,,90,,2016,,Transit,1.05,1.12,5919,0.02,
GJ 667 C c,0.125003,0.0130687,,0.27,28.1,,140,2454462,2011,,RV,0.33,,3350,-0.55,
HD 207832 c,2.1118,0.730294,,0.27,1155.7,,121.6,2452510.8151989,2012,,RV,0.94,0.901,5710,0.06,
Kepler-80 b,0.0645109,0.0222358,0.241,,7.053,,,,2012,,Transit,0.72,0.65,4613,-0.562,
Kepler-1462 b,0.318487,0.0460671,0.341,0,65.6488341,,90,,2016,,Transit,1,1,5756,0.06,
Kepler-886 b,0.0684849,0.0124263,0.136,0,6.24146367,,90,,2016,,Transit,1.1,1.16,6098,-0.01,
Kepler-1468 c,0.046104,0.00485109,0.103,0,3.54553021,,90,,2016,,Transit,1.04,1.05,5893,0.03,
Kepler-272 d,0.0964303,0.0169862,0.200732,,10.937304,,90,2454969.98503,2014,,Transit,,0.929,5297,,
Kepler-1544 b,0.557231,0.0131362,0.159,0,168.811174,,90,,2016,,Transit,0.81,0.74,4886,0.02,
Kepler-44 b,0.0454854,1.02109,1.24,0,3.24674,83.78,90,2454966.3781,2011,0.65,Transit,1.19,1.52,5757,0.26,0.48
HD 5891 b,0.636168,5.22845,,0.066,177.11,,351,2455432,2011,,RV,1.09,11.8348,4825,-0.38,
Kepler-292 b,0.0368224,0.00769114,0.117763,,2.580827,,90,2455004.56214,2014,,Transit,,0.826,5299,,
Kepler-228 d,0.0973508,0.0531048,0.360425,,11.094286,,90,2455004.20123,2014,,Transit,,1.014,6043,,
Kepler-1000 b,0.532697,0.0750581,0.425,0,120.0181272,,90,,2016,,Transit,1.4,1.51,6453,0.35,
Kepler-140 b,0.0429776,0.0119837,0.143635,,3.25427,,90,2455005.66151,2014,,Transit,,1.288,6077,,
Kepler-245 d,0.214468,0.0273861,0.270319,,36.277108,,90,2455034.27797,2014,,Transit,,0.795,5100,,
Kepler-884 b,0.0624428,0.00609283,0.11,0,5.69919514,,90,,2016,,Transit,1,0.94,5715,0.05,
Kepler-1073 c,0.0495271,0.0121546,0.146,0,4.02582254,,90,,2016,,Transit,1,1,5792,0,
Kepler-908 b,0.0246365,0.00590412,0.109,0,1.34059747,,90,,2016,,Transit,1.11,1.12,5973,0.15,
HD 173416 b,1.16272,2.71808,,0.21,323.6,,254,2453465.8,2009,,RV,2,14.3919,4683,-0.22,
Kepler-1379 b,0.0169132,0.00730709,0.116,0,0.88184115,,90,,2016,,Transit,0.83,0.79,5188,-0.04,
Kepler-104 c,0.161331,0.0292202,0.27924,,23.668205,,90,2454965.71597,2014,,Transit,,1.349,5711,,
Kepler-263 b,0.127191,0.0218083,0.238201,,16.568087,,90,2454979.15154,2014,,Transit,,0.785,5265,,
Kepler-1008 b,0.0979413,0.00688654,0.114,0,12.43931193,,90,,2016,,Transit,0.81,0.78,5066,-0.01,
Kepler-278 c,0.269422,0.0395346,0.320278,,51.078775,,90,2454985.34892,2014,,Transit,,2.935,4991,,
Kepler-1587 b,0.0894717,0.00796813,0.119,0,9.4060467,,90,,2016,,Transit,1.08,1.22,5933,0.07,
Kepler-1569 b,0.0679911,0.0124487,0.15,0,5.79180156,,90,,2016,,Transit,1.25,1.4,6319,0.06,
Kepler-1273 b,0.179399,0.0195285,0.222,0,28.625653,,90,,2016,,Transit,0.94,0.91,5566,0.03,
Kepler-1365 c,0.0554927,0.00129651,0.071,0,4.77468005,,90,,2016,,Transit,1,1.05,5770,0.03,
HD 76700 b,0.0511051,0.232142,,0.095,3.97097,,30,2451213.32,2003,,RV,1.129,1.2353,5668.45,0.34543,
Kepler-366 b,0.043221,0.0107805,0.130252,,3.281959,,90,2454965.41897,2014,,Transit,,1.048,6209,,
HD 39091 b,3.34651,10.088,,0.6405,2151,,330.24,2447820,2002,,RV,1.071,1.14999,5949.91,0.048326,
Kepler-1636 b,1.11079,0.0311545,0.288,0,425.47785,,90,,2016,,Transit,1.01,1.02,5797,0.03,
Kepler-1068 b,0.129431,0.0406377,0.324,0,16.92344113,,90,,2016,,Transit,1.01,1.01,5806,0.03,
Kepler-596 b,0.160247,0.0363708,0.309,0,21.30022655,,90,,2016,,Transit,1.21,1.32,6267,0.03,
HD 7449 b,2.33982,1.3131,,0.82,1275,,339,2455298,2011,,RV,1.05,0.952526,6024,-0.11,
HD 149026 b,0.0431325,0.361471,0.654,0,2.8758911,84.55,90,2453317.838,2005,1.59,RV,1.294,1.368,6160,0.36,0.3451
Kepler-186 b,0.0378277,0.00370062,0.0953739,0.04,3.8867907,,270,2454964.387,2014,,Transit,0.478,0.472,3788,-0.28,4.92
Kepler-219 c,0.156968,0.0392746,0.319386,,22.714613,,90,2454980.29108,2014,,Transit,,1.491,5786,,
OGLE-2006-BLG-109L c,4.52773,0.271,,0.15,4927.5,64,,,2008,,Microlensing,0.51,,,,
Kepler-561 c,0.0590575,0.0219292,0.239,0,5.35016198,,90,,2016,,Transit,0.96,0.94,5646,0.02,
Kepler-1240 b,0.0558238,0.00485109,0.103,0,4.8663815,,90,,2016,,Transit,0.98,0.96,5682,0.04,
Kepler-361 c,0.283685,0.0199023,0.224819,,55.188023,,90,2455013.75018,2014,,Transit,,1.343,6169,,
Kepler-265 e,0.325506,0.0207641,0.231064,,67.831024,,90,2454958.89695,2014,,Transit,,1.103,5835,,
Qatar-2 b,0.0215077,2.48409,1.144,0,1.3371182,88.3,90,2455624.26679,2012,2.20116,Transit,0.74,0.713,4645,0,2.8905
Kepler-1448 b,0.102351,0.0120099,0.144,0,12.27065865,,90,,2016,,Transit,0.95,0.93,5774,-0.16,
Kepler-293 b,0.140591,0.0281036,0.273887,,19.254196,,90,2454997.78133,2014,,Transit,,0.957,5804,,
Kepler-166 b,0.0759843,0.0171819,0.202516,,7.650254,,90,2455004.97149,2014,,Transit,,0.742,5413,,
Kepler-1551 b,0.172447,0.021628,0.237,0,24.4973698,,90,,2016,,Transit,1.14,1.22,6136,0.01,
HD 216437 b,2.48556,2.16817,,0.319,1353,,67.7,2450605,2002,,RV,1.117,1.36865,5848.71,0.224954,
Kepler-1052 b,0.210888,0.0256089,0.261,0,34.8538276,,90,,2016,,Transit,1.03,1.03,5888,0,
HAT-P-49 b,0.0437742,1.72959,1.413,0,2.691548,86.2,90,2456399.62406,2014,0.812942,Transit,1.543,1.833,6820,0.074,
Kepler-623 b,0.0821845,0.0271261,0.269,0,9.07097734,,90,,2016,,Transit,0.9,0.86,5443,-0.03,
Kepler-1621 b,0.418658,0.0161718,0.193,0,92.263714,,90,,2016,,Transit,1.15,1.24,6158,0.03,
Kepler-367 c,0.278143,0.00554835,0.107057,,53.578637,,90,2455004.18362,2014,,Transit,,0.695,4710,,
Kepler-313 b,0.118876,0.0200225,0.225711,,14.970418,,90,2454967.5006,2014,,Transit,,1.536,5727,,
Kepler-1439 b,0.0608017,0.0107116,0.13,0,8.07392849,,90,,2016,,Transit,0.46,0.43,3578,-0.03,
Kepler-150 c,0.0741975,0.0422294,0.3292,,7.381998,,90,2455006.07123,2014,,Transit,,0.939,5560,,
Kepler-87 b,0.477022,1.02004,1.21,0.036,114.73635,89.274,238.6,2456193.705981,2013,0.729,Timing,1.1,1.82,5600,-0.17,
Kepler-681 b,0.161056,0.0283318,0.275,0,26.39435646,,90,,2016,,Transit,0.8,0.76,5021,-0.04,
Kepler-564 b,0.0464443,0.0707577,0.413,0,3.75083228,,90,,2016,,Transit,0.95,0.92,5626,-0.01,
HAT-P-7 b,0.037964,1.7916,1.363,0,2.204737,83.111,90,2454954.357463,2008,0.876,Transit,1.5,1.981,6389,0.26,0.2718
Kepler-316 c,0.0704356,0.00493175,0.103488,,6.827766,,90,2454971.61401,2014,,Transit,,0.52,4204,,
PSR B1257+12 C,0.416595,0.0122719,,0.0252,98.2114,47,108.3,2449766.5,1994,,Timing,,,,,
HD 49674 b,0.0571073,0.101571,,0.087,4.94737,,264,2451882.38,2003,,RV,1.015,0.889525,5662.28,0.309592,
HD 82943 b,1.1851,1.68512,,0.203,442.4,70.59,107,2451597.7,2004,,RV,1.133,1.09738,5997.1,0.265406,
Kepler-342 c,0.17279,0.014454,0.174859,,26.234138,,90,2454974.99866,2014,,Transit,,1.472,6175,,
Kepler-783 b,0.0504566,0.00123338,0.07,0,4.29264638,,90,,2016,,Transit,0.93,0.89,5521,0.01,
Kepler-1378 b,0.0908478,0.0164814,0.196,0,11.95398936,,90,,2016,,Transit,0.7,0.67,4407,0.03,
Kepler-828 b,0.0125101,0.0121297,0.135,0,0.56785714,,90,,2016,,Transit,0.81,0.77,5039,-0.02,
WASP-38 b,0.0758454,2.70901,1.09,0.028,6.87188,89.5,337.8,2455320.093,2011,2.06,Transit,1.23,1.35,6180,-0.02,0.704
WASP-69 b,0.0452527,0.259543,1.057,0,3.8681382,86.71,90,2455748.83344,2014,0.286703,Transit,0.826,0.813,4700,0.15,2.1683
Kepler-139 c,0.569736,0.0344212,0.301543,,157.072878,,90,2455314.26266,2014,,Transit,,1.3,5594,,
Kepler-1199 b,0.116835,0.00485109,0.103,0,15.0447198,,90,,2016,,Transit,0.94,1.17,5889,-0.27,
Kepler-817 b,0.0497212,0.500877,0.806,0,3.99010623,,90,,2016,,Transit,1.03,1.03,5861,0.02,
HD 77338 b,0.0612143,0.0498139,,0.09,5.7361,,223.454,2453355.6,2013,,RV,0.93,0.88,5370,0.35,
Kepler-29 c,0.109809,0.0251535,0.25849,0,13.2907,,90,2454978.471,2011,,Transit,1,0.96,5750,0,
Kepler-605 c,0.0336073,0.00172655,0.077,0,2.35895152,,90,,2016,,Transit,0.91,0.88,5462,0.02,
Kepler-444 c,0.0489676,0.000273258,0.0453,0.31,4.5458841,88.2,,2454964.522,2010,,Transit,0.758,0.752,5046,-0.55,2.493
HD 220773 b,4.94302,1.44975,,0.51,3724.7,,259,2453866.4,2012,,RV,1.16,1.35144,5940,0.09,
Kepler-655 b,0.264783,0.0223911,0.242,0,46.4063358,,90,,2016,,Transit,1.15,1.24,6170,0,
Kepler-559 b,0.130567,0.0400412,0.322,0,17.58752333,,90,,2016,,Transit,0.96,0.95,5630,0.03,
WASP-6 b,0.0428704,0.52136,1.224,0.054,3.361006,88.47,97.4028,2454596.4903,2009,0.3591,Transit,0.93,0.87,5450,-0.2,1.34
HD 7924 d,0.155066,0.0203801,,0.21,24.451,,119,2455573.511,2015,,RV,0.832,0.7821,5177,-0.15,
Kepler-1337 b,0.146185,0.0186391,0.215,0,24.4002549,,90,,2016,,Transit,0.7,0.67,4523,-0.09,
Kepler-1552 b,0.601409,0.0192688,0.22,0,184.771853,,90,,2016,,Transit,0.85,0.78,5202,-0.07,
Kepler-206 c,0.108963,0.0130508,0.157909,,13.137471,,90,2455003.22781,2014,,Transit,,1.185,5764,,
Kepler-169 c,0.066017,0.0057099,0.107949,,6.195469,,90,2454967.71616,2014,,Transit,,0.763,4997,,
HD 159868 c,1.02595,0.73,,0.15,352.3,,290,2453239,2012,,RV,1.16,1.84825,5558,-0.08,
HD 137388 b,0.88883,0.227816,,0.36,330,,86,2455209,2011,,RV,0.86,0.97784,5240,0.18,
HD 95086 b,,4.5,,,,,,,2013,,Imaging,,,,,
Kepler-196 b,0.147733,0.0139923,0.169507,,20.739886,,90,2455006.21817,2014,,Transit,,0.782,5128,,
Kepler-352 b,0.0911742,0.00170474,0.0767241,,10.05537,,90,2455006.23302,2014,,Transit,,0.781,5212,,
Kepler-329 b,0.0744278,0.00937625,0.1249,,7.416397,,90,2454968.85335,2014,,Transit,,0.523,4257,,
Kepler-179 b,0.0382833,0.0121773,0.146311,,2.735926,,90,2455004.09382,2014,,Transit,,0.759,5302,,
Kepler-1080 b,0.366455,0.0323205,0.293,0,77.2548396,,90,,2016,,Transit,1.1,1.16,5956,0.09,
Kepler-176 b,0.0604835,0.0100631,0.127576,,5.433074,,90,2454971.36967,2014,,Transit,,0.891,5232,,
WASP-104 b,0.0291939,1.272,1.137,0,1.7554137,83.63,,,2014,1.418,Transit,1.076,0.963,5475,0.32,1.702
WASP-83 b,0.0590285,0.3,1.04,0,4.971252,88.9,90,,2015,0.35,Transit,1.11,1.05,5480,0.29,1.37
Kepler-1095 b,0.0504666,0.00571923,0.108,0,4.27103091,,90,,2016,,Transit,0.94,0.92,5658,-0.09,
Kepler-1170 b,0.0842697,0.0186391,0.215,0,9.98969327,,90,,2016,,Transit,0.8,0.76,5069,-0.09,
Kepler-310 c,0.28808,0.0344212,0.301543,,56.47542,,90,2454976.81309,2014,,Transit,,0.876,5797,,
Kepler-339 b,0.0570545,0.00983076,0.126684,,4.977656,,90,2454967.67151,2014,,Transit,,0.802,5631,,
Kepler-124 d,0.192925,0.00422638,0.0990276,,30.950851,,90,2454986.83698,2014,,Transit,,0.636,4984,,
Kepler-52 c,0.10281,0.0135364,0.16400700000000001,,16.3850021,,,,2011,,Transit,0.54,0.52,4075,,
Kepler-1132 b,0.295466,0.0180364,0.21,0,62.8916228,,90,,2016,,Transit,0.87,0.83,5298,-0.01,
Kepler-1265 b,0.0607742,0.00819664,0.12,0,6.49441289,,90,,2016,,Transit,0.71,0.69,4630,-0.1,
Kepler-1494 b,0.390823,0.0281267,0.274,0,91.080482,,90,,2016,,Transit,0.96,0.94,5659,0.01,
WASP-99 b,0.0716458,2.78,1.1,0,5.75251,88.8,90,2456224.9824,2013,2.1,Transit,1.48,1.76,6150,0.21,0.27
HD 100777 b,1.03378,1.16502,,0.36,383.70001,,202.7,2453456.2,2007,,RV,1,1.07881,5582,0.27,
Kepler-818 b,0.0891946,0.0867729,0.456,0,10.03538581,,90,,2016,,Transit,0.94,0.92,5638,-0.08,
HAT-P-5 b,0.0407152,1.05561,1.254,0,2.788491,86.75,90,2454241.77663,2007,0.66,Transit,1.157,1.165,5960,0.24,0.733571
Kepler-1381 b,0.166753,0.0170154,0.201,0,25.3842686,,90,,2016,,Transit,0.96,0.94,5747,-0.1,
Kepler-125 b,0.0506571,0.0182069,0.211437,,4.164389,,90,2455004.08676,2014,,Transit,,0.512,3810,,
